raw_file,infra_file,raw_id,infra_id,auto_mask_cost,auto_mask_iou,reg_iou,decision,raw_regions,infra_candidate_regions,hybrid_regions,hybrid_source,raw_led_regions,raw_led_source,watershed_regions,watershed_source,raw_score,infra_score,hybrid_score,raw_led_score,watershed_score,watershed_raw_score,watershed_raw_led_score,hybrid_q4_score,hybrid_candidate_score,raw_led_q4_score,raw_led_candidate_score,infra_bgrad
pair_001_raw_png.rf.736e042afd62ff354ae7635e62e3b44d.jpg,pair_001_infra_png.rf.aab5c8107fca10679e8cd810b894d70f.jpg,18,13,0.12259259259291755,0.8000218197686668,0.8222666810857131,keep_raw,2,2,2,infra_q4,2,infra_candidate,2,raw_seed,0.5904042951985966,0.4964811584043551,0.44046877770588133,0.5949680775725993,0.5889362165207237,0.5889362165207237,0.5916892856637238,0.44046877770588133,0.5568663628068453,0.6730621855240002,0.5949680775725993,1.2108043432235718
pair_002_raw_png.rf.0de21b8ce42bde32231d2b355a509ebc.jpg,pair_002_infra_png.rf.7326230b1a20f1a87b21231547936d2c.jpg,7,11,0.04780361757146945,0.9445970695970427,0.9450641787152394,hybrid_raw_infra,2,6,2,infra_q4,3,infra_q4,2,raw_seed,0.6006362377867989,0.7090910103294112,0.5076053893604315,0.5909465885638087,0.5683510603438948,0.5683510603438948,0.5701861350808567,0.5076053893604315,0.6910616027560569,0.5909465885638087,0.5955450149386936,1.4182664155960083
pair_003_raw_png.rf.1a1932f6e5738ebd6ba2ff488ecf72b7.jpg,pair_003_infra_png.rf.d1dad70341604e75e9730a67bbc89c6d.jpg,9,10,0.08356545961039252,0.8231743563948781,0.8380296585273945,mean_shift_watershed,5,10,5,infra_candidate,8,infra_candidate,5,raw_seed,1.0495946290025315,0.5872273147668171,0.7304745451614671,1.1989224448724127,1.0483845261792237,1.0483845261792237,1.1978041451097976,0.8983461584783776,0.7304745451614671,1.2057423451224327,1.1989224448724127,1.5553874969482422
pair_004_raw_png.rf.bf8ad0670b2ddba44de804f783ddc7a7.jpg,pair_004_infra_png.rf.b159fad312a1c04302ff812ba6e5bcfb.jpg,5,4,0.24811676082897927,0.7919211132245273,0.7913367489520068,merge_to_one,3,3,3,infra_candidate,4,infra_q4,4,raw_led_seed,0.7837338048569787,0.24413131143105843,0.7617511197840281,0.3336769682270623,0.33046020992296454,0.7801688963800305,0.33046020992296454,0.7922948137711695,0.7617511197840281,0.3336769682270623,0.4943750489429166,1.6086102724075317
pair_005_raw_png.rf.92da4ee7ee1823abf6f55a7448fe75d2.jpg,pair_005_infra_png.rf.714cab1ab06e457ffae5b311f629e9b3.jpg,16,1,0.07092461938393202,0.9039549881547478,0.9053902856390382,merge_to_one,6,5,6,infra_candidate,8,infra_q4,6,raw_seed,0.8644579697970953,0.5265811028152743,0.5706339160931091,1.1718944313898725,0.861916602485407,0.861916602485407,1.1679272907212965,0.5905829557822645,0.5706339160931091,1.1718944313898725,1.2081145836686218,1.3311222791671753
pair_006_raw_png.rf.f409c7498bbd90cdae0508f9fcf3d5d9.jpg,pair_006_infra_png.rf.0b99e290142c63bd176e4c5e5d9436ec.jpg,0,6,0.12305593451592822,0.9719137434631738,0.9055403117519862,keep_raw,4,5,4,infra_candidate,3,infra_candidate,3,raw_led_seed,1.2947133219312552,0.5140724215163438,0.41800016355839054,1.0983080451596112,1.086746566864584,1.2803752733060094,1.086746566864584,0.5279940025611649,0.41800016355839054,1.1508600703117018,1.0983080451596112,1.3290226459503174
pair_007_raw_png.rf.2caafe031e01aec9c5a356bcd065c8c8.jpg,pair_007_infra_png.rf.dfd9dd18142abe61c33d90f420eea441.jpg,2,12,0.15091946734359485,0.7857262945527248,0.8677341339337112,merge_to_one,3,8,3,infra_q4,4,infra_candidate,4,raw_led_seed,0.874366977589402,0.7797575877582067,0.5557956867671611,0.6498808425040026,0.6648279056321545,0.890063533476351,0.6648279056321545,0.5557956867671611,0.5589608462878091,0.9792227601967323,0.6498808425040026,1.397378921508789
pair_009_raw_png.rf.108261cb59747a61952774d136cc2b44.jpg,pair_009_infra_png.rf.f80bba86dfc5b4558ffe3882bcfb88cc.jpg,19,14,0.16415410385329632,0.908730158730082,0.8676068752753753,merge_to_one,3,9,3,infra_q4,5,infra_q4,5,raw_led_seed,0.9213757952667074,0.7163444234508485,0.8539554023152269,0.8680860900634437,0.8627483126930606,0.9181933831068664,0.8627483126930606,0.8539554023152269,0.8539554023152269,0.8680860900634437,0.8680860900634437,1.4722017049789429
pair_010_raw_png.rf.d4eeff25dccbeedaeb2843b954922c3b.jpg,pair_010_infra_png.rf.77d98e3849059fdb2291c0b46a9beed9.jpg,17,15,0.07190082644666451,0.9051872490370849,0.8877450980391794,merge_to_one,6,9,6,infra_q4,7,infra_q4,6,raw_seed,0.9474191589688792,0.6962650180470686,0.49795819132310265,0.9596765613779008,0.9535083593945466,0.9535083593945466,0.9536165106743643,0.49795819132310265,0.49795819132310265,0.9596765613779008,0.9596765613779008,1.4937087297439575
pair_011_raw_png.rf.5265d4a8b08817dfa2b322bd35d5d3a0.jpg,pair_011_infra_png.rf.e5d9780f7acea2009f7c4d4d3d304838.jpg,3,8,0.23892697466494217,0.8561621373444794,0.8229491739955739,use_infra,5,11,5,infra_q4,6,infra_candidate,5,raw_seed,0.7814125868754241,0.6893714148834451,0.7949268395062526,0.7831513000109103,0.7743713742624602,0.7743713742624602,0.7790185912351419,0.7949268395062526,0.8144102057436885,0.8668370791929016,0.7831513000109103,3.111632823944092
